Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2012,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care, manicure and fragrance products",v64477185,1.1.4.209,232
2013,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care, manicure and fragrance products",v64477185,1.1.4.209,251
2014,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care, manicure and fragrance products",v64477185,1.1.4.209,327
2010,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care and manicure products",v64477186,1.1.4.210,206
2011,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care and manicure products",v64477186,1.1.4.210,256
2012,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care and manicure products",v64477186,1.1.4.210,224
2013,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care and manicure products",v64477186,1.1.4.210,246
2014,Canada,Average expenditure per household,Owner without mortgage,"Makeup, skin care and manicure products",v64477186,1.1.4.210,321
2010,Canada,Average expenditure per household,Owner without mortgage,Fragrance products,v64477187,1.1.4.211,6
2011,Canada,Average expenditure per household,Owner without mortgage,Fragrance products,v64477187,1.1.4.211,18
2012,Canada,Average expenditure per household,Owner without mortgage,Fragrance products,v64477187,1.1.4.211,F
2013,Canada,Average expenditure per household,Owner without mortgage,Fragrance products,v64477187,1.1.4.211,F
2014,Canada,Average expenditure per household,Owner without mortgage,Fragrance products,v64477187,1.1.4.211,F
2010,Canada,Average expenditure per household,Owner without mortgage,Personal deodorants,v64477188,1.1.4.212,14
2011,Canada,Average expenditure per household,Owner without mortgage,Personal deodorants,v64477188,1.1.4.212,18
2012,Canada,Average expenditure per household,Owner without mortgage,Personal deodorants,v64477188,1.1.4.212,18
2013,Canada,Average expenditure per household,Owner without mortgage,Personal deodorants,v64477188,1.1.4.212,19
2014,Canada,Average expenditure per household,Owner without mortgage,Personal deodorants,v64477188,1.1.4.212,12
2010,Canada,Average expenditure per household,Owner without mortgage,Body soaps,v64477189,1.1.4.213,42
2011,Canada,Average expenditure per household,Owner without mortgage,Body soaps,v64477189,1.1.4.213,47
2012,Canada,Average expenditure per household,Owner without mortgage,Body soaps,v64477189,1.1.4.213,34
2013,Canada,Average expenditure per household,Owner without mortgage,Body soaps,v64477189,1.1.4.213,42
2014,Canada,Average expenditure per household,Owner without mortgage,Body soaps,v64477189,1.1.4.213,39
2010,Canada,Average expenditure per household,Owner without mortgage,Oral hygiene products,v64477190,1.1.4.214,54
2011,Canada,Average expenditure per household,Owner without mortgage,Oral hygiene products,v64477190,1.1.4.214,58
2012,Canada,Average expenditure per household,Owner without mortgage,Oral hygiene products,v64477190,1.1.4.214,53
2013,Canada,Average expenditure per household,Owner without mortgage,Oral hygiene products,v64477190,1.1.4.214,53
2014,Canada,Average expenditure per household,Owner without mortgage,Oral hygiene products,v64477190,1.1.4.214,53
2010,Canada,Average expenditure per household,Owner without mortgage,Disposable diapers,v64477191,1.1.4.215,35
2011,Canada,Average expenditure per household,Owner without mortgage,Disposable diapers,v64477191,1.1.4.215,34
2012,Canada,Average expenditure per household,Owner without mortgage,Disposable diapers,v64477191,1.1.4.215,F
2013,Canada,Average expenditure per household,Owner without mortgage,Disposable diapers,v64477191,1.1.4.215,F
2014,Canada,Average expenditure per household,Owner without mortgage,Disposable diapers,v64477191,1.1.4.215,25
2010,Canada,Average expenditure per household,Owner without mortgage,Other personal care supplies and equipment,v64477192,1.1.4.216,122
2011,Canada,Average expenditure per household,Owner without mortgage,Other personal care supplies and equipment,v64477192,1.1.4.216,209
2012,Canada,Average expenditure per household,Owner without mortgage,Other personal care supplies and equipment,v64477192,1.1.4.216,170
2013,Canada,Average expenditure per household,Owner without mortgage,Other personal care supplies and equipment,v64477192,1.1.4.216,155
2014,Canada,Average expenditure per household,Owner without mortgage,Other personal care supplies and equipment,v64477192,1.1.4.216,193
2010,Canada,Average expenditure per household,Owner without mortgage,Personal care services,v64477193,1.1.4.217,356
2011,Canada,Average expenditure per household,Owner without mortgage,Personal care services,v64477193,1.1.4.217,555
2012,Canada,Average expenditure per household,Owner without mortgage,Personal care services,v64477193,1.1.4.217,620
2013,Canada,Average expenditure per household,Owner without mortgage,Personal care services,v64477193,1.1.4.217,652
2014,Canada,Average expenditure per household,Owner without mortgage,Personal care services,v64477193,1.1.4.217,631
2010,Canada,Average expenditure per household,Owner without mortgage,Hair grooming services,v64477194,1.1.4.218,299
2011,Canada,Average expenditure per household,Owner without mortgage,Hair grooming services,v64477194,1.1.4.218,407
2012,Canada,Average expenditure per household,Owner without mortgage,Hair grooming services,v64477194,1.1.4.218,500
2013,Canada,Average expenditure per household,Owner without mortgage,Hair grooming services,v64477194,1.1.4.218,516
2014,Canada,Average expenditure per household,Owner without mortgage,Hair grooming services,v64477194,1.1.4.218,496
2010,Canada,Average expenditure per household,Owner without mortgage,Other personal care services,v64477195,1.1.4.219,57
2011,Canada,Average expenditure per household,Owner without mortgage,Other personal care services,v64477195,1.1.4.219,148
2012,Canada,Average expenditure per household,Owner without mortgage,Other personal care services,v64477195,1.1.4.219,120
2013,Canada,Average expenditure per household,Owner without mortgage,Other personal care services,v64477195,1.1.4.219,136
2014,Canada,Average expenditure per household,Owner without mortgage,Other personal care services,v64477195,1.1.4.219,135
2010,Canada,Average expenditure per household,Owner without mortgage,Recreation,v54530609,1.1.4.30,4296
2011,Canada,Average expenditure per household,Owner without mortgage,Recreation,v54530609,1.1.4.30,4514
2012,Canada,Average expenditure per household,Owner without mortgage,Recreation,v54530609,1.1.4.30,4333
2013,Canada,Average expenditure per household,Owner without mortgage,Recreation,v54530609,1.1.4.30,4619
2014,Canada,Average expenditure per household,Owner without mortgage,Recreation,v54530609,1.1.4.30,4622
2010,Canada,Average expenditure per household,Owner without mortgage,Recreation equipment and related services,v54530610,1.1.4.31,851
2011,Canada,Average expenditure per household,Owner without mortgage,Recreation equipment and related services,v54530610,1.1.4.31,793
2012,Canada,Average expenditure per household,Owner without mortgage,Recreation equipment and related services,v54530610,1.1.4.31,832
2013,Canada,Average expenditure per household,Owner without mortgage,Recreation equipment and related services,v54530610,1.1.4.31,990
2014,Canada,Average expenditure per household,Owner without mortgage,Recreation equipment and related services,v54530610,1.1.4.31,792
2010,Canada,Average expenditure per household,Owner without mortgage,"Sports, athletic and recreation equipment and related services",v64477196,1.1.4.220,104
2011,Canada,Average expenditure per household,Owner without mortgage,"Sports, athletic and recreation equipment and related services",v64477196,1.1.4.220,104
2012,Canada,Average expenditure per household,Owner without mortgage,"Sports, athletic and recreation equipment and related services",v64477196,1.1.4.220,129
2013,Canada,Average expenditure per household,Owner without mortgage,"Sports, athletic and recreation equipment and related services",v64477196,1.1.4.220,178
2014,Canada,Average expenditure per household,Owner without mortgage,"Sports, athletic and recreation equipment and related services",v64477196,1.1.4.220,105
2010,Canada,Average expenditure per household,Owner without mortgage,Outdoor play equipment and accessories,v64477197,1.1.4.221,F
2011,Canada,Average expenditure per household,Owner without mortgage,Outdoor play equipment and accessories,v64477197,1.1.4.221,F
2012,Canada,Average expenditure per household,Owner without mortgage,Outdoor play equipment and accessories,v64477197,1.1.4.221,F
2013,Canada,Average expenditure per household,Owner without mortgage,Outdoor play equipment and accessories,v64477197,1.1.4.221,F
2014,Canada,Average expenditure per household,Owner without mortgage,Outdoor play equipment and accessories,v64477197,1.1.4.221,F
2010,Canada,Average expenditure per household,Owner without mortgage,Children's toys,v64477198,1.1.4.222,104
2011,Canada,Average expenditure per household,Owner without mortgage,Children's toys,v64477198,1.1.4.222,101
2012,Canada,Average expenditure per household,Owner without mortgage,Children's toys,v64477198,1.1.4.222,98
2013,Canada,Average expenditure per household,Owner without mortgage,Children's toys,v64477198,1.1.4.222,106
2014,Canada,Average expenditure per household,Owner without mortgage,Children's toys,v64477198,1.1.4.222,83
2010,Canada,Average expenditure per household,Owner without mortgage,Video game systems and accessories (excluding for computers),v64477199,1.1.4.223,31
2011,Canada,Average expenditure per household,Owner without mortgage,Video game systems and accessories (excluding for computers),v64477199,1.1.4.223,34
2012,Canada,Average expenditure per household,Owner without mortgage,Video game systems and accessories (excluding for computers),v64477199,1.1.4.223,F
2013,Canada,Average expenditure per household,Owner without mortgage,Video game systems and accessories (excluding for computers),v64477199,1.1.4.223,F
2014,Canada,Average expenditure per household,Owner without mortgage,Video game systems and accessories (excluding for computers),v64477199,1.1.4.223,F
